point_id,site_id,sign_id,site_description,total_words,korean_in_hangul,korean_in_roman,english_in_hangul,english_in_roman,no_loan,type_loan,word_loan,no_loan_2,type_loan_2,words_loan_2,no_loan_3,type_loan_3,words_loan_3,kor_loan,kor_hier,kor_check,kor_size,eng_hier,eng_check,eng_size,other_hier,other_check,other_size,chinese,japanese,span,fren,arabic,viet,thai,turkish
66,542,,ganbai,1,,,1,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,543,,puppy,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,543,,puppy,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,542,,ganbai,2,,,1,,,,,,,,,,,,10,1,2,FALSE,0,,20,1,3,,1,,,,,,
66,543,,shoe repair,11,8,,,3,,,,,,,,,,,20,1,4,10,1,3,FALSE,0,,,,,,,,,
66,544,,na sung plaza,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,545,,ground opp,24,6,,,6,,,,,,,,,,,20,1,4,10,1,3,20,1,4,6,6,,,,,,
66,546,,repair other,2,2,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,547,,best travel,4,1,,,2,1,1,best,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
66,548,,massage,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,548,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
66,549,,berjang,3,2,,,1,,,,,,,,,,,10,1,1,20,1,2,FALSE,0,,,,,,,,,
66,549,1,,15,2,,,5,6,1,"hair, manicure, coating, silk, keratin, color",2,2,"treatment, magic",,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
66,549,1,,3,3,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,549,,,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,550,,,3,,,,,3,1,"total, fashion, sense",,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,550,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
66,550,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,549,,,15,10,,,5,,,,,,,,,,,20,1,4,10,1,3,FALSE,0,,,,,,,,,
66,549,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,,FALSE,0,,,,,,,,,
66,551,,,3,,1,,,2,1,"shopping, mall",,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
66,551,,,6,6,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,551,,,2,,,,,2,1,"big, sale",,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,551,,,4,3,,,,1,1,accessory,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
66,551,,,3,,1,,,2,1,"shopping, mall",,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
66,551,,,3,,1,,,2,1,"shopping, mall",,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
66,551,1,,2,1,,,,1,1,sale,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
66,551,1,,18,12,,,,6,1,"shopping, wholesale, big, sale, internet, shopping",,,,,,,,FALSE,1,4,FALSE,0,,FALSE,0,,,,,,,,,
66,552,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
66,526,2,vermont auto,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
66,526,2,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
66,525,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
67,533,,,10,5,1,,4,,,,,,,,,,,10,1,3,10,1,3,FALSE,0,,,,,,,,,
67,533,,,3,,,,2,,,,,,,,,,,FALSE,0,,20,1,4,10,1,3,1,,,,,,,
67,533,,,5,,,,4,,,,,,,,,,,FALSE,0,,20,1,1,10,1,1,1,,,,,,,
67,533,,,5,,,,4,,,,,,,,,,,FALSE,0,,20,1,1,10,1,1,1,,,,,,,
67,552,1,gold finger,6,2,,,4,,,,,,,,,,,20,1,4,10,1,4,FALSE,0,,,,,,,,,
67,552,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
67,552,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
67,553,1,exon,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
67,553,1,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
67,554,,sharon,6,3,,,1,1,1,makeup,1,2,cover,,,,,20,1,3,10,1,2,FALSE,0,,,,,,,,,
67,554,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
67,555,,dentist,3,2,,,1,,,,,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
67,556,,olympic,7,3,,1,3,,,,,,,,,,,10,1,1,20,1,4,FALSE,0,,,,,,,,,
67,556,,,6,6,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
67,557,,,2,1,,,1,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
67,558,,realty,3,1,,,,2,1,land,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
67,559,,realty school,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
67,558,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
67,558,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
67,558,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
67,558,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
67,558,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
67,560,,hair love,4,2,,,2,,,,,,,,,,,10,1,3,20,1,3,FALSE,0,,,,,,,,,
67,560,,hair love,2,2,,,,,,,,,,,,,,FALSE,1,,FALSE,0,,FALSE,0,,,,,,,,,
67,560,,,12,2,,,10,,,,,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
67,561,,shogun,6,4,1,,1,,,,,,,,,,,20,1,1,10,1,3,FALSE,0,,,,,,,,,
67,561,,shogun,6,4,1,,1,,,,,,,,,,,20,1,2,10,1,2,FALSE,0,,,,,,,,,
67,562,,welcomm realty,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
67,563,,lab italee,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
67,563,,,4,1,,1,2,,,,,,,,,,,20,1,3,10,1,2,FALSE,0,,,,,,,,,
67,563,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
67,563,,,4,1,,1,2,,,,,,,,,,,20,1,3,10,1,2,FALSE,0,,,,,,,,,
68,564,,word of life plaza,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,565,,top dental,3,1,,,1,1,1,top,,,,,,,,10,1,2,10,1,2,FALSE,0,,,,,,,,,
68,565,,top dental,4,1,,,2,1,1,top,,,,,,,,20,1,3,10,1,1,FALSE,0,,,,,,,,,
68,566,,sun travel,2,,,,2,,,,,,,,,,,10,0,,20,1,3,FALSE,0,,,,,,,,,
68,566,,sun travel,6,2,,,4,,,,,,,,,,,10,1,2,20,1,4,FALSE,0,,,,,,,,,
68,567,,verizon,2,,,,,2,1,"allstar, wireless",,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
68,567,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,568,,we share,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,569,,secret,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,570,1,pechanga,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,570,1,,4,2,,,2,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
68,571,,auto insurance bench,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,573,,ad,8,,,,8,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,572,,La medical,3,2,,,1,,,,,,,,,,,10,1,1,10,1,1,FALSE,0,,,,,,,,,
68,572,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,574,,doc,3,3,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,575,,imaging,1,,,,,1,1,imaging,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,576,,mash,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,577,,pharm,2,1,,,,1,1,eden,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,578,,deepskin,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,579,,dentist,3,3,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,579,,,5,3,1,,1,,,,,,,,,,,10,1,1,20,1,2,FALSE,0,,,,,,,,,
68,580,,kyung mo,3,2,1,,,,,,,,,,,,,10,1,1,20,1,2,FALSE,0,,,,,,,,,
68,581,,new seoul center,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,581,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,582,,pollo,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,3,,,,,
68,582,,,4,,,,2,,,,,,,,,,,FALSE,0,,10,1,3,10,1,3,,,2,,,,,
68,598,,,4,1,,,3,,,,,,,,,,,20,1,3,10,1,2,FALSE,0,,,,,,,,,
68,583,,cleopatra,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,584,,hera,2,1,,,1,,,,,,,,,,,10,1,2,10,1,2,FALSE,0,,,,,,,,,
68,585,,shisheido,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,586,,parking,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,587,,gas,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,588,,crestwood,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,589,,street sign,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,590,,blank yoo,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,591,,david kim,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,592,,david yang,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,587,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,593,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,594,,car ad about children,6,6,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,595,,hong bao,4,,1,,,3,1,"asian, restaurant, open",,,,,,,,10,1,1,20,1,1,FALSE,0,,,,,,,,,
68,596,,olympictravael,2,1,1,,,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
68,597,,new seoul,3,2,,,,1,1,new,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
68,599,,vitamins,2,2,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
68,600,,mystic beauty,4,,,2,2,,,,,,,,,,,20,1,4,10,1,1,FALSE,0,,,,,,,,,
68,597,,new seoul,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,601,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
68,602,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,583,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,603,,yewon,4,4,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
68,604,,skin,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,605,,new seoul,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,605,,,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,4,FALSE,0,,,,,,,,,
68,572,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
68,572,,,3,3,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,572,,,5,,1,,4,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,572,1,,5,2,,,3,,,,,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
68,572,1,,4,4,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
68,606,,sleep,7,3,,,4,,,,,,,,,,,10,1,2,20,1,3,FALSE,0,,,,,,,,,
68,607,,,3,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,3,,,,,
68,608,,chiro,1,,,,,,,,,,,,,,,FALSE,0,,FALSE,0,,FALSE,1,2,,,1,,,,,
68,577,,eden,3,,,,2,,,,,,,,,,,FALSE,0,,10,1,2,20,1,3,,,1,,,,,
68,578,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,579,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,572,,,5,5,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
68,572,,,5,3,,,,2,1,"implant, center",,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,576,,,5,2,,,3,,,,,,,,,,,20,1,2,10,1,2,FALSE,0,,,,,,,,,
68,576,,,5,,,,1,,,,,,,,,,,FALSE,0,,10,1,2,20,1,3,,,4,,,,,
68,572,,,3,2,,,1,,,,,,,,,,,10,1,2,10,1,2,FALSE,0,,,,,,,,,
68,577,,,4,2,,,2,,,,,,,,,,,20,1,3,10,1,2,FALSE,0,,,,,,,,,
68,576,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,609,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,572,,,2,2,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,576,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,610,,olymicare,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
68,611,,dalmo,6,2,1,,3,,,,,,,,,,,20,1,3,10,1,1,FALSE,0,,,,,,,,,
68,612,,pixelimaging,14,2,,,8,4,1,"printing, scanning, color, printing",,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
68,576,,,5,2,,,3,,,,,,,,,,,20,1,1,10,1,1,FALSE,0,,,,,,,,,
68,572,,,5,5,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
68,613,1,for lease,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
68,613,1,,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
69,614,,victory,3,,,,1,2,1,"victory, trophy",,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
69,615,,tom n toms,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
69,615,,,4,,,,4,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
69,616,,haniwon,5,2,1,,2,,,,,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
69,617,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
69,618,,chung's,6,2,,1,3,,,,,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
69,619,,billiard,6,1,,2,3,,,,,,,,,,,10,1,1,20,1,3,FALSE,0,,,,,,,,,
69,620,,koreatown thing,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
69,621,1,allstar,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
69,621,1,,2,,,,1,1,3,handphone,,,,,,,,20,1,3,10,1,1,FALSE,0,,,,,,,,,
69,622,1,barber,2,1,,,1,,,,,,,,,,,10,1,1,10,1,1,FALSE,0,,,,,,,,,
69,622,1,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
69,623,,lash and beauty,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
69,622,,,1,1,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
69,623,,,3,,,,3,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
69,621,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
69,622,,,1,,,,1,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
69,623,,choice,2,1,,,,1,1,choice,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
69,624,,jenju,2,2,,,,,,,,,,,,,,FALSE,1,1,FALSE,0,,FALSE,0,,,,,,,,,
69,621,,all ,3,,,,2,1,3,handphone,,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
69,625,,hodori,3,2,,,1,,,,,,,,,,,10,1,1,20,1,2,FALSE,0,,,,,,,,,
69,626,,for lease,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
69,627,1,casino,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,1,FALSE,0,,,,,,,,,
69,627,1,,5,,,,5,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
69,628,,beverly,2,1,,1,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
69,629,,billiards,1,1,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
69,630,,for lease,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,2,FALSE,0,,,,,,,,,
69,631,,soya,3,2,,,1,,,,,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
69,631,,,2,,,,2,,,,,,,,,,,FALSE,0,,FALSE,1,3,FALSE,0,,,,,,,,,
69,631,,,1,1,,,,,,,,,,,,,,FALSE,1,3,FALSE,0,,FALSE,0,,,,,,,,,
69,632,,ok,4,1,,,3,,,,,,,,,,,20,1,2,10,1,2,FALSE,0,,,,,,,,,
69,632,,,3,2,,,1,,,,,,,,,,,10,1,2,20,1,2,FALSE,0,,,,,,,,,
69,632,,,3,3,,,,,,,,,,,,,,FALSE,1,2,FALSE,0,,FALSE,0,,,,,,,,,
69,632,,,4,1,,,3,,,,,,,,,,,20,1,3,10,1,3,FALSE,0,,,,,,,,,
